CustomerID,Gender,Age,Tenure,Contract,MonthlyCharges,TotalCharges,PaymentMethod,JoinDate,LastInteraction,Churn,InternetService,OnlineSecurity,TechSupport,DeviceProtection,StreamingTV,StreamingMovies,Region,IncomeGroup,FeedbackScore,ComplaintRaised
CUST4961,Other,45.0,46.0,Month-to-month,40.61,2957.36,Bank Transfer,2021-07-04,2022-05-28,No,None,No,,No,?,No,South,High,5,No
CUST8130,Female,69.0,5.0,One year,75.67,3443.6,Mailed Check,2017-01-22,2022-02-25,Yes,None,N/A,Yes,Yes,No,corrupt,East,50000,8,Yes
CUST1890,Male,45.0,25.0,Month-to-month,21.09,4355.22,Credit Card,2017-08-04,2023-12-16,Yes,Fiber Optic,No,,unknown,?,corrupt,South,Medium,8,1
CUST6114,Male,30.0,63.0,Month-to-month,100.78,5289.51,Credit Card,2021-05-04,2023-09-18,No,DSL,,maybe,No,Yes,No,North,richhh,6,0
CUST8676,Female,65.0,54.0,Month-to-month,57.35,1296.88,Credit Card,2017-09-01,2022-04-06,Yes,None,N/A,No,unknown,No,No,North,Low,9,1
CUST8028,Male,44.0,40.0,Month-to-month,20.26,1778.63,Credit Card,2018-02-12,2022-05-24,No,??,,Yes,No,No,No,West,Low,good,1
CUST9758,Female,18.0,33.0,One year,75.59,116.04,Mailed Check,2016-12-04,2022-05-02,No,None,N/A,No,No,No,No,West,Medium,3,1
CUST8092,Female,43.0,47.0,Two year,50.42,5359.76,Mailed Check,2018-11-19,2022-06-17,No,Satellite,No,Yes,Yes,?,No,N/A,richhh,good,1
CUST8428,Female,36.0,0.0,One year,56.38,4830.47,Credit Card,2020-10-29,2023-09-09,No,None,No,,Yes,No,corrupt,N/A,50000,3,1
CUST3799,Female,79.0,57.0,Two year,38.91,916.24,Bank Transfer,2017-09-02,2023-04-25,No,DSL,,maybe,Yes,?,corrupt,North,richhh,1,No
CUST1584,Male,65.0,4.0,One year,56.25,4904.73,Electronic Check,2015-02-16,2022-04-24,No,DSL,,,unknown,Yes,No,N/A,Medium,4,0
CUST4268,Male,21.0,50.0,Two year,61.22,4612.47,Credit Card,2018-11-09,2022-07-11,No,??,N/A,maybe,unknown,?,corrupt,North,Low,7,1
CUST4932,Female,54.0,57.0,One year,37.05,6180.83,Credit Card,2016-10-28,2022-12-05,Yes,Fiber Optic,No,maybe,Yes,Yes,Yes,South,50000,1,0
CUST2260,Male,19.0,36.0,Month-to-month,82.27,2394.16,Electronic Check,2016-11-10,2023-11-26,No,Fiber Optic,,No,unknown,?,corrupt,West,High,3,Yes
CUST7076,Other,67.0,47.0,Month-to-month,30.1,3969.56,Bank Transfer,2020-02-24,2022-08-13,Yes,None,N/A,maybe,unknown,No,corrupt,N/A,Medium,1,Yes
CUST1310,Male,76.0,6.0,Two year,27.36,2063.51,Credit Card,2018-03-17,2023-08-07,Yes,??,,,unknown,Yes,Yes,West,Medium,9,0
CUST8964,Other,34.0,33.0,Month-to-month,76.08,4329.58,Credit Card,2021-06-09,2022-06-29,Yes,??,,maybe,unknown,No,corrupt,South,Low,-1,0
CUST6060,Male,76.0,42.0,One year,118.73,5533.24,Bank Transfer,2015-01-12,2023-10-18,No,DSL,No,,Yes,No,corrupt,East,50000,99,No
CUST8391,Other,54.0,42.0,Month-to-month,102.86,6094.42,Bank Transfer,2016-09-02,2022-07-02,No,Satellite,,maybe,Yes,Yes,corrupt,South,Low,good,1
CUST7018,Other,36.0,0.0,Month-to-month,88.54,7689.61,Mailed Check,2020-04-23,2022-07-11,No,DSL,N/A,No,No,?,Yes,N/A,50000,7,No
CUST5668,Other,56.0,35.0,Two year,93.76,3248.0,Credit Card,2019-02-02,2023-10-07,No,Fiber Optic,Yes,No,unknown,?,Yes,North,Medium,9,1
CUST5298,Female,52.0,9.0,Month-to-month,86.62,1777.32,Credit Card,2021-05-25,2022-04-26,Yes,Fiber Optic,N/A,Yes,Yes,No,corrupt,North,Medium,9,1
CUST4783,Other,47.0,68.0,Month-to-month,38.71,7382.0,Credit Card,2016-08-02,2022-08-19,No,??,,No,Yes,Yes,Yes,North,High,2,1
CUST2008,Other,30.0,47.0,One year,93.69,3162.2,Mailed Check,2021-01-05,2022-07-16,Yes,Fiber Optic,Yes,maybe,unknown,Yes,No,West,Low,99,1
CUST9587,Female,73.0,11.0,Month-to-month,94.92,3629.95,Bank Transfer,2015-02-11,2022-11-20,No,Fiber Optic,Yes,maybe,unknown,No,corrupt,North,richhh,6,1
CUST3185,Female,75.0,64.0,Two year,53.93,6027.99,Electronic Check,2018-09-25,2022-01-11,Yes,None,Yes,,No,No,corrupt,East,50000,7,0
CUST4623,Other,30.0,66.0,One year,68.62,7810.59,Electronic Check,2017-09-24,2022-12-27,Yes,Fiber Optic,,maybe,No,Yes,Yes,North,richhh,3,0
CUST8201,Other,31.0,15.0,Month-to-month,58.66,155.78,Electronic Check,2019-08-22,2023-02-28,Yes,Fiber Optic,,No,unknown,Yes,Yes,East,Low,2,No
CUST8784,Male,65.0,60.0,Month-to-month,72.38,1557.57,Bank Transfer,2021-10-11,2022-10-12,No,??,No,No,Yes,Yes,corrupt,North,50000,5,0
CUST10771,Other,54.0,63.0,Two year,94.7,7636.09,Mailed Check,2015-01-26,2023-11-17,Yes,DSL,No,,Yes,?,corrupt,East,High,4,1
CUST7535,Other,25.0,34.0,One year,30.64,1037.75,Bank Transfer,2020-11-11,2023-03-25,No,DSL,N/A,maybe,Yes,Yes,corrupt,West,50000,3,No
CUST5834,Female,79.0,49.0,One year,119.25,643.32,Credit Card,2015-06-11,2022-12-03,No,None,No,maybe,unknown,?,Yes,West,High,99,No
CUST7112,Other,31.0,3.0,One year,47.63,1516.04,Mailed Check,2020-12-10,2022-03-25,No,None,No,No,No,No,No,West,Low,2,No
CUST5756,Female,23.0,60.0,One year,54.94,4414.26,Mailed Check,2015-05-12,2022-08-09,Yes,DSL,,Yes,Yes,?,No,North,Medium,2,No
,,,,,,,,,,,,,,,,,,,,
CUST1090,Male,68.0,32.0,Two year,76.62,1725.68,Credit Card,2021-03-19,2022-01-19,No,DSL,Yes,Yes,Yes,Yes,Yes,North,richhh,5,1
CUST7113,Male,42.0,57.0,One year,113.51,5597.26,Credit Card,2019-07-12,2023-01-14,Yes,Satellite,,No,unknown,Yes,Yes,N/A,50000,-1,0
CUST7569,Other,78.0,60.0,One year,21.95,3229.03,Bank Transfer,2018-01-12,2023-12-04,No,None,,Yes,unknown,Yes,Yes,West,50000,6,0
CUST8731,Other,60.0,27.0,Month-to-month,107.84,4973.23,Bank Transfer,2019-07-09,2022-06-06,No,Fiber Optic,N/A,,unknown,?,Yes,South,50000,1,1
CUST9081,Other,51.0,32.0,Month-to-month,23.21,3679.73,Bank Transfer,2020-04-25,2022-06-23,Yes,??,N/A,,No,Yes,No,East,Low,99,1
CUST3117,Male,41.0,57.0,Month-to-month,22.15,225.22,Credit Card,2015-06-03,2022-08-05,Yes,None,N/A,,No,Yes,Yes,East,Medium,2,0
CUST3937,Male,34.0,10.0,Two year,83.93,5858.85,Mailed Check,2017-10-28,2022-09-24,No,Satellite,N/A,maybe,No,Yes,corrupt,N/A,Medium,5,No
,,,,,,,,,,,,,,,,,,,,
CUST1983,Male,23.0,33.0,Two year,44.09,5722.74,Mailed Check,2021-09-29,2023-12-08,No,Satellite,No,,Yes,Yes,Yes,East,50000,3,0
CUST8118,Female,33.0,28.0,Month-to-month,26.02,1623.83,Credit Card,2020-07-25,2022-01-11,No,None,Yes,maybe,No,No,Yes,South,richhh,6,Yes
CUST6436,Male,48.0,59.0,One year,56.76,4307.56,Bank Transfer,2019-07-28,2022-10-07,No,None,No,maybe,unknown,?,Yes,South,Low,-1,No
CUST3925,Male,23.0,58.0,One year,47.31,7290.57,Electronic Check,2016-10-06,2022-07-16,No,Satellite,Yes,No,No,No,corrupt,West,richhh,7,No
CUST7920,Female,59.0,49.0,One year,60.46,6421.89,Mailed Check,2021-09-08,2023-05-18,Yes,Fiber Optic,Yes,maybe,Yes,Yes,corrupt,North,High,6,0
CUST4214,Female,33.0,50.0,Month-to-month,51.0,5105.31,Electronic Check,2016-07-28,2023-01-20,No,DSL,Yes,No,Yes,Yes,No,East,richhh,4,1
CUST7599,Male,51.0,15.0,One year,56.72,5708.81,Credit Card,2017-09-26,2023-07-26,No,DSL,No,No,Yes,?,corrupt,North,50000,2,No
CUST9353,Male,35.0,34.0,One year,73.16,5573.0,Bank Transfer,2018-06-22,2022-03-02,No,Satellite,,No,unknown,?,No,N/A,50000,2,0
CUST8199,Other,50.0,5.0,Month-to-month,77.18,5965.02,Electronic Check,2021-06-06,2022-06-16,No,DSL,Yes,Yes,unknown,?,corrupt,East,Medium,3,0
CUST6011,Male,28.0,71.0,Two year,37.77,4024.04,Electronic Check,2017-12-23,2023-03-22,No,??,No,maybe,unknown,No,No,South,High,1,Yes
CUST1627,Female,55.0,30.0,One year,45.53,5977.36,Credit Card,2020-06-10,2022-05-27,No,Satellite,,Yes,Yes,Yes,corrupt,South,Low,3,1
,,,,,,,,,,,,,,,,,,,,
CUST9185,Other,22.0,26.0,Two year,64.68,332.0,Electronic Check,2021-12-10,2022-06-05,No,DSL,N/A,,unknown,?,No,North,Low,4,No
CUST8698,Female,56.0,2.0,Two year,79.01,6193.86,Bank Transfer,2018-09-14,2023-10-01,No,Fiber Optic,Yes,maybe,Yes,?,No,North,Medium,good,0
CUST5765,Other,56.0,2.0,Month-to-month,109.74,2185.9,Mailed Check,2017-06-23,2023-01-04,No,DSL,,,unknown,No,Yes,South,Low,good,0
CUST2601,Male,42.0,36.0,Month-to-month,104.84,6078.97,Mailed Check,2017-07-04,2022-02-25,No,??,Yes,No,No,?,corrupt,West,Low,7,Yes
,,,,,,,,,,,,,,,,,,,,
CUST2269,Male,66.0,71.0,Month-to-month,43.24,3748.01,Electronic Check,2015-01-16,2022-02-27,No,None,,,No,Yes,corrupt,West,50000,4,No
CUST1128,Other,23.0,33.0,Month-to-month,90.93,1077.89,Bank Transfer,2021-05-17,2023-06-23,Yes,DSL,,maybe,Yes,Yes,No,West,50000,3,Yes
CUST8851,Female,53.0,5.0,Two year,70.73,1566.72,Credit Card,2015-02-12,2022-06-18,No,None,N/A,maybe,unknown,Yes,corrupt,West,richhh,good,No
CUST2711,Other,65.0,54.0,Two year,93.79,7459.46,Credit Card,2019-02-16,2023-03-20,No,??,,,No,?,corrupt,N/A,High,5,0
CUST9037,Female,77.0,66.0,One year,27.89,5505.6,Bank Transfer,2021-07-27,2023-06-10,No,Satellite,No,maybe,No,?,No,East,Medium,7,1
CUST5235,Female,70.0,21.0,One year,107.69,387.17,Mailed Check,2017-10-18,2022-12-27,No,Fiber Optic,,Yes,unknown,?,Yes,East,richhh,8,0
CUST6313,Other,73.0,10.0,Two year,24.33,7900.34,Mailed Check,2017-02-13,2023-12-06,No,Fiber Optic,No,No,unknown,No,No,North,Low,6,0
CUST3398,Female,30.0,68.0,Two year,93.67,7598.97,Credit Card,2021-03-26,2023-02-07,No,None,,No,Yes,No,corrupt,North,50000,4,No
,,,,,,,,,,,,,,,,,,,,
CUST7200,Female,67.0,29.0,Two year,63.26,7959.26,Bank Transfer,2021-12-22,2022-05-26,Yes,Fiber Optic,N/A,No,No,Yes,corrupt,East,Low,7,1
CUST9516,Female,61.0,54.0,One year,43.33,514.74,Mailed Check,2015-06-07,2023-09-01,No,DSL,No,maybe,Yes,?,Yes,N/A,richhh,99,No
CUST2186,Male,28.0,43.0,Month-to-month,35.34,6412.74,Credit Card,2017-07-08,2023-10-15,Yes,DSL,,maybe,No,?,corrupt,East,Low,good,1
CUST7156,Female,68.0,38.0,Month-to-month,60.99,1244.1,Bank Transfer,2020-06-22,2022-01-22,Yes,None,No,Yes,No,No,No,West,Low,8,1
CUST10891,Other,50.0,51.0,Two year,53.14,7294.17,Mailed Check,2017-12-01,2022-12-26,No,Satellite,Yes,,No,Yes,No,South,High,good,1
CUST7151,Female,33.0,56.0,Two year,61.82,3904.59,Credit Card,2017-06-22,2023-09-26,No,None,Yes,maybe,No,?,corrupt,N/A,richhh,10,No
CUST2977,Other,30.0,38.0,Two year,75.72,6361.4,Bank Transfer,2020-12-26,2022-05-18,Yes,Satellite,Yes,maybe,unknown,Yes,No,N/A,richhh,1,Yes
CUST10986,Other,63.0,36.0,Two year,86.49,1275.59,Credit Card,2016-08-30,2022-01-18,No,Fiber Optic,N/A,,No,?,No,North,Low,5,0
CUST5247,Other,42.0,62.0,Month-to-month,66.09,5172.65,Bank Transfer,2020-03-22,2022-11-06,No,Fiber Optic,No,Yes,unknown,?,Yes,North,Low,-1,0
CUST10705,Female,58.0,10.0,Month-to-month,108.42,6070.33,Mailed Check,2015-03-07,2022-03-04,No,??,No,,No,Yes,Yes,North,richhh,1,0
CUST1915,Male,39.0,47.0,Two year,83.07,3298.51,Bank Transfer,2016-02-29,2023-02-10,No,None,No,No,No,Yes,No,West,High,6,No
CUST2305,Other,42.0,43.0,Two year,103.7,494.6,Electronic Check,2021-04-02,2022-02-21,No,??,,Yes,unknown,Yes,corrupt,East,High,-1,Yes
CUST6581,Other,79.0,22.0,Month-to-month,94.25,3995.32,Credit Card,2015-09-06,2023-01-08,Yes,DSL,N/A,No,Yes,?,No,North,50000,10,0
CUST4049,Male,51.0,18.0,One year,37.9,854.07,Electronic Check,2020-01-09,2022-03-28,No,Fiber Optic,No,maybe,unknown,No,corrupt,N/A,50000,good,0
CUST10618,Other,42.0,66.0,Two year,50.15,4072.81,Bank Transfer,2015-10-05,2022-12-20,Yes,DSL,,Yes,Yes,Yes,Yes,N/A,High,7,Yes
CUST2273,Male,67.0,9.0,One year,66.63,7663.45,Bank Transfer,2019-01-06,2023-07-09,Yes,??,N/A,Yes,Yes,No,Yes,North,richhh,3,Yes
CUST10010,Male,49.0,46.0,Month-to-month,32.93,1356.41,Credit Card,2019-08-07,2022-02-21,Yes,None,No,maybe,unknown,No,No,North,Medium,good,0
CUST3796,Other,30.0,9.0,Two year,68.26,7225.17,Mailed Check,2018-11-16,2022-01-30,No,??,No,maybe,unknown,Yes,No,South,Medium,6,No
CUST2398,Female,76.0,19.0,Month-to-month,101.61,2431.11,Mailed Check,2018-01-18,2023-11-09,Yes,DSL,Yes,,Yes,No,corrupt,East,50000,good,0
CUST4358,Male,68.0,62.0,One year,51.08,4491.04,Bank Transfer,2021-04-06,2022-10-04,No,??,Yes,Yes,Yes,Yes,Yes,East,richhh,7,0
CUST1183,Male,56.0,65.0,Month-to-month,101.95,4483.87,Mailed Check,2021-10-23,2023-12-16,No,??,,Yes,unknown,No,corrupt,South,High,good,No
CUST6171,Other,39.0,42.0,Two year,113.86,3636.34,Bank Transfer,2017-09-24,2023-05-01,No,DSL,N/A,No,Yes,?,Yes,East,richhh,8,Yes
CUST6828,Other,59.0,54.0,One year,93.58,2665.99,Electronic Check,2021-01-08,2022-09-05,No,??,No,maybe,unknown,Yes,Yes,South,50000,3,0
CUST7266,Female,65.0,37.0,One year,36.34,1690.96,Mailed Check,2018-04-12,2022-08-17,No,??,N/A,maybe,Yes,Yes,No,West,50000,7,Yes
,,,,,,,,,,,,,,,,,,,,
CUST8219,Male,60.0,30.0,Two year,38.34,202.76,Bank Transfer,2015-04-20,2023-05-29,No,Fiber Optic,N/A,No,unknown,No,corrupt,North,50000,10,Yes
CUST8148,Other,29.0,70.0,Month-to-month,30.53,3469.01,Bank Transfer,2017-10-05,2023-04-29,No,None,No,,unknown,No,Yes,South,richhh,4,1
CUST5567,Female,50.0,67.0,One year,22.0,4502.46,Credit Card,2018-10-11,2022-07-01,No,None,Yes,,No,No,Yes,East,richhh,4,No
CUST9205,Other,52.0,6.0,Two year,111.87,4324.03,Electronic Check,2020-03-16,2022-02-11,No,DSL,,,unknown,No,corrupt,N/A,High,-1,No
CUST3656,Other,71.0,35.0,Month-to-month,30.13,1542.46,Electronic Check,2016-04-16,2022-07-13,No,??,N/A,,unknown,?,corrupt,South,richhh,9,Yes
CUST9397,Male,78.0,59.0,Two year,43.85,2179.23,Electronic Check,2021-12-27,2022-10-03,No,Fiber Optic,Yes,,Yes,?,No,South,50000,99,1
CUST8016,Male,47.0,65.0,Two year,118.33,431.06,Mailed Check,2020-08-08,2022-04-09,Yes,Satellite,Yes,maybe,Yes,Yes,corrupt,North,richhh,7,1
CUST2961,Other,41.0,40.0,One year,76.8,7373.32,Electronic Check,2015-03-09,2022-06-19,No,??,N/A,maybe,Yes,?,corrupt,West,Low,10,Yes
CUST5992,Female,23.0,13.0,Two year,88.96,3000.74,Credit Card,2015-03-07,2022-02-05,No,DSL,N/A,No,Yes,Yes,No,N/A,Low,9,No
CUST5891,Female,20.0,43.0,Month-to-month,39.89,1671.74,Bank Transfer,2021-01-23,2023-12-27,Yes,Fiber Optic,No,maybe,unknown,Yes,Yes,South,Low,6,Yes
CUST8911,Female,22.0,0.0,Month-to-month,99.68,4841.44,Bank Transfer,2021-09-28,2023-03-05,No,DSL,,No,Yes,No,No,South,Low,2,Yes
CUST8084,Female,78.0,5.0,One year,117.02,7647.1,Credit Card,2016-08-16,2023-05-27,Yes,None,Yes,,No,?,corrupt,East,Low,2,No
,,,,,,,,,,,,,,,,,,,,
CUST2251,Male,59.0,18.0,One year,85.22,5756.14,Electronic Check,2020-07-03,2022-09-30,No,DSL,,,No,Yes,Yes,South,50000,3,No
CUST4176,Male,59.0,69.0,One year,21.65,5574.42,Credit Card,2018-07-06,2023-02-02,No,DSL,No,maybe,No,No,No,East,High,7,No
CUST8935,Male,73.0,9.0,Month-to-month,103.53,755.14,Credit Card,2021-01-29,2022-10-18,Yes,Satellite,N/A,maybe,No,Yes,No,West,50000,99,1
CUST6128,Other,65.0,54.0,One year,50.48,389.61,Credit Card,2017-10-25,2023-12-23,No,DSL,,maybe,Yes,Yes,corrupt,West,50000,good,0
,,,,,,,,,,,,,,,,,,,,
CUST7693,Other,74.0,27.0,Month-to-month,100.16,2558.65,Credit Card,2020-01-07,2022-09-18,No,??,,No,Yes,No,No,West,Medium,6,Yes
CUST4289,Other,64.0,25.0,One year,111.37,2545.64,Electronic Check,2020-07-23,2023-06-01,No,Satellite,No,No,No,?,Yes,South,Low,8,Yes
CUST10429,Female,24.0,56.0,Month-to-month,107.63,5947.29,Credit Card,2018-08-14,2022-08-14,Yes,??,Yes,,unknown,?,No,South,Low,99,No
CUST9818,Other,30.0,66.0,One year,111.71,173.79,Bank Transfer,2017-03-29,2022-08-27,Yes,None,,,Yes,Yes,corrupt,North,High,3,Yes
CUST8781,Male,44.0,70.0,Month-to-month,67.83,7442.11,Credit Card,2016-08-30,2022-06-10,No,??,No,,No,?,corrupt,East,50000,9,Yes
CUST8335,Female,28.0,56.0,Two year,46.98,1727.15,Electronic Check,2015-01-28,2023-07-24,No,DSL,N/A,,Yes,Yes,corrupt,South,High,good,1
CUST8046,Female,50.0,9.0,Month-to-month,64.02,3627.54,Bank Transfer,2021-08-10,2023-03-12,No,None,,maybe,Yes,No,Yes,East,Medium,99,1
CUST2051,Male,35.0,68.0,Month-to-month,43.06,5909.65,Mailed Check,2017-08-01,2022-01-26,No,??,Yes,maybe,Yes,?,No,N/A,Low,99,0
CUST5069,Other,19.0,2.0,One year,100.74,1449.28,Bank Transfer,2021-04-06,2022-09-20,Yes,None,N/A,Yes,No,No,corrupt,West,Low,4,No
CUST8551,Male,18.0,11.0,Two year,55.19,3282.18,Bank Transfer,2015-01-19,2022-10-20,Yes,None,No,,Yes,No,No,West,richhh,8,0
CUST6682,Male,60.0,7.0,One year,28.79,3055.35,Electronic Check,2021-03-26,2023-10-28,No,DSL,No,maybe,No,No,corrupt,South,High,99,1
CUST1272,Male,56.0,31.0,One year,51.58,640.96,Credit Card,2015-05-26,2022-12-06,No,Fiber Optic,,No,unknown,No,Yes,South,richhh,-1,0
CUST3042,Other,44.0,64.0,Month-to-month,78.0,4513.36,Electronic Check,2015-08-22,2023-10-10,Yes,Satellite,No,Yes,No,Yes,corrupt,East,Low,5,Yes
CUST5763,Male,46.0,41.0,Two year,68.75,1917.79,Bank Transfer,2018-12-05,2022-05-24,No,??,Yes,No,unknown,No,No,East,High,99,No
CUST7605,Male,51.0,9.0,One year,51.01,3766.17,Mailed Check,2020-02-15,2023-03-08,No,??,No,Yes,Yes,Yes,Yes,West,50000,5,0
CUST6325,Female,36.0,8.0,Month-to-month,88.97,4889.41,Electronic Check,2019-06-25,2023-12-22,No,??,Yes,maybe,No,No,Yes,N/A,High,1,Yes
CUST6407,Male,31.0,21.0,Month-to-month,80.64,844.27,Bank Transfer,2019-06-26,2023-01-19,No,??,Yes,No,unknown,No,No,N/A,50000,5,1
CUST2086,Male,75.0,34.0,Month-to-month,34.5,3286.9,Electronic Check,2018-12-01,2023-08-04,No,None,,No,No,?,corrupt,North,50000,2,Yes
CUST6937,Female,39.0,31.0,Month-to-month,52.55,2784.92,Credit Card,2016-04-13,2022-04-07,No,None,Yes,maybe,No,Yes,No,N/A,richhh,1,0
CUST7495,Other,53.0,59.0,Two year,62.34,779.37,Mailed Check,2021-01-17,2022-12-15,No,DSL,Yes,Yes,No,No,corrupt,East,richhh,4,Yes
CUST6595,Other,65.0,26.0,One year,58.37,4225.49,Electronic Check,2017-07-03,2022-07-21,No,None,Yes,maybe,No,Yes,corrupt,East,Low,10,Yes
CUST10654,Female,73.0,55.0,Month-to-month,93.67,612.93,Electronic Check,2020-02-10,2022-04-27,Yes,None,No,,unknown,No,corrupt,South,Low,8,1
CUST5322,Other,50.0,54.0,Two year,114.94,3788.12,Credit Card,2021-02-17,2023-11-02,Yes,None,Yes,,No,Yes,No,North,Medium,8,Yes
CUST8106,Female,51.0,50.0,One year,75.75,5860.63,Credit Card,2019-05-01,2022-06-19,No,??,No,maybe,Yes,Yes,Yes,West,High,2,0
CUST8921,Female,41.0,16.0,Month-to-month,75.79,2883.5,Mailed Check,2021-05-10,2022-02-11,No,None,,No,No,No,corrupt,West,Medium,1,0
CUST6728,Male,32.0,64.0,One year,111.35,1912.02,Electronic Check,2019-02-24,2023-12-08,No,DSL,,,No,?,No,North,Low,-1,0
CUST6648,Other,43.0,16.0,Month-to-month,97.32,7745.6,Credit Card,2019-08-18,2023-01-28,No,Fiber Optic,No,No,No,Yes,corrupt,North,Medium,1,1
CUST6235,Female,45.0,49.0,Two year,74.52,4107.02,Mailed Check,2017-10-17,2022-02-02,Yes,??,No,No,Yes,?,Yes,North,Medium,99,Yes
CUST10161,Other,61.0,52.0,Month-to-month,82.39,7200.07,Electronic Check,2021-04-23,2023-03-30,Yes,??,,Yes,Yes,No,No,East,50000,6,0
CUST5709,Male,18.0,46.0,Two year,50.18,1090.61,Mailed Check,2016-10-26,2023-12-04,No,DSL,Yes,,No,?,corrupt,West,High,7,No
,,,,,,,,,,,,,,,,,,,,
CUST6762,Female,74.0,42.0,Two year,37.83,2221.28,Credit Card,2018-03-27,2023-04-18,Yes,??,N/A,,Yes,Yes,No,East,Medium,2,1
CUST10209,Other,44.0,69.0,One year,23.21,4306.49,Bank Transfer,2018-11-09,2023-11-13,No,None,N/A,No,unknown,No,Yes,South,Low,-1,1
CUST4478,Male,50.0,27.0,Month-to-month,37.82,4597.22,Credit Card,2016-12-20,2022-11-15,No,Satellite,No,Yes,No,Yes,No,N/A,richhh,7,Yes
CUST8281,Female,40.0,58.0,Month-to-month,90.29,3281.84,Mailed Check,2020-09-19,2022-05-02,Yes,None,Yes,No,Yes,No,corrupt,North,50000,2,1
CUST4924,Other,33.0,23.0,Two year,50.04,1666.93,Credit Card,2021-06-25,2022-04-04,No,None,No,,unknown,No,Yes,East,richhh,4,1
CUST2748,Other,68.0,70.0,Two year,65.67,1120.01,Credit Card,2016-06-24,2023-03-28,No,Fiber Optic,N/A,No,Yes,No,No,South,50000,8,Yes
CUST1732,Female,32.0,35.0,Month-to-month,87.52,1877.35,Electronic Check,2021-03-29,2023-05-08,Yes,Fiber Optic,No,maybe,Yes,?,Yes,South,richhh,1,0
CUST3553,Other,46.0,41.0,Month-to-month,103.53,1219.52,Bank Transfer,2020-12-02,2023-01-05,No,Fiber Optic,,,unknown,?,No,North,richhh,10,1
CUST7615,Female,25.0,47.0,Month-to-month,93.39,4271.16,Credit Card,2016-08-15,2023-04-27,Yes,Satellite,No,maybe,No,No,Yes,South,richhh,9,1
CUST10701,Male,34.0,24.0,One year,51.01,6146.79,Credit Card,2018-08-15,2022-11-29,Yes,Fiber Optic,Yes,Yes,Yes,No,corrupt,East,High,99,No
CUST3662,Female,40.0,21.0,Month-to-month,55.53,2873.5,Electronic Check,2020-08-15,2023-02-16,Yes,DSL,Yes,No,Yes,Yes,corrupt,West,richhh,-1,0
CUST6561,Male,30.0,64.0,Month-to-month,90.24,7966.61,Credit Card,2015-11-29,2023-02-28,Yes,None,No,,No,Yes,No,South,Medium,5,No
CUST10897,Female,71.0,43.0,Month-to-month,30.58,6453.65,Mailed Check,2019-06-10,2022-03-23,No,DSL,,No,Yes,No,No,South,High,8,1
CUST4113,Other,43.0,33.0,Month-to-month,78.2,874.83,Electronic Check,2020-03-28,2022-03-16,No,Fiber Optic,Yes,No,Yes,Yes,No,South,High,good,0
CUST4303,Other,34.0,47.0,Month-to-month,86.02,2649.01,Bank Transfer,2021-01-20,2023-01-29,No,Satellite,,,unknown,Yes,Yes,South,richhh,2,No
CUST2344,Female,71.0,2.0,One year,41.96,3942.68,Bank Transfer,2017-12-19,2022-02-22,No,Satellite,,Yes,Yes,No,Yes,West,50000,5,0
CUST2690,Male,20.0,25.0,Two year,53.95,7440.9,Electronic Check,2016-10-21,2022-12-14,No,None,N/A,,No,No,corrupt,West,Medium,10,No
CUST10685,Female,67.0,63.0,One year,50.03,2115.29,Electronic Check,2021-06-28,2022-09-30,Yes,Satellite,Yes,,Yes,Yes,No,N/A,richhh,99,0
CUST7653,Other,32.0,68.0,Month-to-month,110.45,6805.1,Mailed Check,2019-02-12,2022-10-10,Yes,??,,Yes,No,?,Yes,N/A,50000,99,No
CUST6048,Female,43.0,44.0,Month-to-month,114.42,4859.63,Credit Card,2020-11-26,2022-06-17,No,??,Yes,,Yes,No,No,South,50000,3,No
CUST4308,Other,58.0,51.0,One year,78.44,159.73,Mailed Check,2021-05-17,2023-05-26,No,Fiber Optic,,Yes,Yes,No,corrupt,N/A,High,5,Yes
CUST2504,Male,68.0,64.0,Month-to-month,47.99,5267.05,Bank Transfer,2018-10-07,2022-03-22,Yes,DSL,N/A,No,Yes,No,No,East,Low,7,0
CUST2806,Other,38.0,43.0,One year,32.42,6253.66,Bank Transfer,2017-04-10,2022-09-01,No,Satellite,Yes,Yes,unknown,No,corrupt,N/A,Medium,6,Yes
CUST7384,Male,73.0,47.0,Two year,83.86,972.52,Mailed Check,2015-08-16,2022-01-29,Yes,Fiber Optic,N/A,Yes,No,No,Yes,South,Low,7,Yes
CUST9355,Other,68.0,14.0,Two year,58.31,6419.48,Mailed Check,2020-06-01,2023-02-10,No,Fiber Optic,Yes,,No,No,No,South,High,7,Yes
CUST4791,Female,58.0,41.0,Month-to-month,110.46,1319.54,Mailed Check,2021-04-12,2022-07-03,No,Satellite,,No,unknown,?,corrupt,East,richhh,10,Yes
CUST10617,Female,79.0,59.0,Month-to-month,21.53,2246.24,Bank Transfer,2020-03-15,2023-05-11,No,None,,maybe,Yes,Yes,Yes,N/A,Medium,9,0
CUST8497,Female,26.0,47.0,One year,29.22,7041.75,Mailed Check,2019-08-03,2023-04-09,Yes,None,Yes,No,unknown,?,No,South,richhh,1,1
CUST7045,Other,52.0,21.0,One year,80.32,404.18,Mailed Check,2015-08-22,2022-03-25,No,Satellite,Yes,No,unknown,?,corrupt,West,High,7,0
